,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
5229,Mini 14,Liaozejie,21.0,137347.8,124463.6,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,176.0,Jdsol1,44.0,137377.0,123062.8
2533,Down and Out,LiangshengAx,23.0,618265.3,308384.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,227.0,franskiss,9.0,618106.3,308232.9
615,Down and Out,Ghostsal,22.0,440101.6,617876.4,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,427.0,HUCANBBBB,29.0,416550.5,625352.6
303,SCAR-L,Illmy0111,1.0,208175.7,484363.9,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1359.0,Phestra,10.0,211738.1,487643.0
2552,Down and Out,Beele_Q,8.0,557441.8,153305.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1339.0,PhuckYoung,12.0,553020.4,165730.8
175,Grenade,Guitar18,13.0,534755.5,263761.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,593.0,Guitar18,13.0,534755.5,263761.0
5047,Down and Out,OopsVVV,24.0,366606.5,421485.2,MIRAMAR,2U4GBNA0YmnU2RHKXlhPQO71mPuk11VrC-gSWzsu-m9L5fsK__Ju6p3_SDIwWRHK,481.0,MichaelChanCYM,27.0,366904.6,424442.6
6554,S12K,H4Y9F3,40.0,432815.7,637633.8,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,185.0,SoloCon,27.0,433115.8,637509.8
1592,M416,WAngYI618,43.0,575519.9,124480.1,ERANGEL,2U4GBNA0YmloUGIumcTO14gr8rgZVexJO_xpcOj0xMlmhrLlJjOYL4g75Nlf53Hw,204.0,quer692,19.0,575626.3,124989.2
5287,Down and Out,isntMe,18.0,432483.1,636634.8,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,83.0,xDevious,49.0,432064.4,636765.7
3915,Kar98k,C-de-ti-0315,1.0,337147.4,381711.6,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,641.0,Broken-box,22.0,350903.0,384794.1
3148,Falling,,,,,ERANGEL,2U4GBNA0YmldsmcWI8PBcmvfdJUtUv9LuMt1MAUqG9aDvVtzvPIGelkR4_3xjGY3,268.0,LandMOWL,34.0,336640.0,150721.6
2416,SKS,Xlopopy,10.0,608672.4,599027.7,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,234.0,Hansolo0418,40.0,608840.3,598894.6
5652,S1897,SeHuiJige,1.0,218030.9,283422.1,ERANGEL,2U4GBNA0YmnIkC2agUfbPkAgjSdKzB4peHEfhtUOmLKAc8G9lzMoBMtZ33Q5p9ll,210.0,kano_mok,20.0,218192.8,283536.7
6921,AKM,Bohabbash,5.0,588335.2,248761.4,ERANGEL,2U4GBNA0YmmIxbJL37qDrRDRIz-J5zFYcAFZi9szltH9Eg0-FNv_70KrOtW4aMxD,1487.0,Ayouai,6.0,565400.8,263902.1
2821,M16A4,Invoki,49.0,165726.4,522673.8,ERANGEL,2U4GBNA0Ymk9oWjnPmYXWVwfOe3D-owgLcMqizYDazwhqu6tKBLK_OFrxSLqNWwI,412.0,q2462024109,51.0,165110.9,521039.3
1156,Down and Out,PiaoJiyuan,5.0,385917.7,568527.3,ERANGEL,2U4GBNA0YmnmvI29GR080nJ5U4oZyrJ2kJqz7BeQrwDdx68BbncOZ_5DnysRn2Ca,1273.0,Wentao95k,8.0,389326.8,560852.6
2083,M16A4,Bentley2018,30.0,432452.1,560611.8,ERANGEL,2U4GBNA0YmkRFnEnlar5FbJrM9fzxmAkpXnhkbdlw89MM6k2sU8rq4IflvUQopVZ,907.0,Gordan_Freeman1,38.0,432600.5,560874.0
24,Kar98k,Summertime333,10.0,523742.6,358413.7,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,935.0,UrGrandFather,14.0,539250.9,369010.5
2631,M416,kid_Christopher,12.0,552451.7,166010.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1315.0,HARSH1113,14.0,556585.5,174241.5
1244,Down and Out,ChanronG,9.0,441409.4,338447.9,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,439.0,c9_In0x,17.0,441140.9,337784.2
3976,Down and Out,Hustive,1.0,297352.4,561279.9,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,1773.0,yuanjiaoshousmg,5.0,301316.4,560454.3
3425,DP-28,Wferrt,11.0,211420.2,286985.7,ERANGEL,2U4GBNA0YmkpfMEoYocYZGCkLIZxf_dSclL_3Uka55GkexzQT_BfyFFNs0d766rH,230.0,xiaohuo66666666,25.0,211280.0,286941.9
2228,AKM,nigulasiwangpang,11.0,372580.1,508578.2,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,572.0,MyuchenM,39.0,376509.2,511160.6
3512,M416,Arvinbey,1.0,545022.7,641579.1,ERANGEL,2U4GBNA0YmmyNWABCuuEotdFnf2pYAu3C5f-JJ9Qv-UyQVaC43ykt3LYzYU6W2Et,1419.0,PiPiZhu95,16.0,545637.6,638095.8
515,P1911,Adlerx,51.0,358784.9,248366.0,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,142.0,gaoao001,82.0,358334.0,248014.0
1615,Down and Out,Byzay,10.0,360876.0,394269.5,ERANGEL,2U4GBNA0YmloUGIumcTO14gr8rgZVexJO_xpcOj0xMlmhrLlJjOYL4g75Nlf53Hw,729.0,xingxu123,29.0,360889.0,394637.3
6098,Mini 14,Disney-guy,31.0,198382.3,279593.7,ERANGEL,2U4GBNA0Yml6y7HS5CbbbGNCVA8W-Eq9itS5ANu7VhQLdw36LQo9OXoLiY9pzymO,173.0,JaysonYI,28.0,197267.4,278112.6
5935,Down and Out,samuraigintoki,15.0,416199.7,474590.3,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,819.0,NicknamesXpex,17.0,416943.6,475682.1
4728,AKM,GYP66da,9.0,406619.8,140623.3,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,977.0,Yanan002,14.0,401836.2,140866.2
47,M416,98888888kK,7.0,570506.3,300499.4,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,1560.0,IdiotWHJ,6.0,562046.8,303647.0
4308,Falling,caonima1314740,6.0,567452.8,348391.3,ERANGEL,2U4GBNA0Yml_5G8Drb2z19mFJ0XQ3w6WRVVg1eKkzSZTmta36z3rTTyDNxT3C_WU,1585.0,Popaie,7.0,565595.0,355163.3
4756,DP-28,Easydude,6.0,439383.3,638120.9,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,408.0,JasonYou,34.0,438678.3,639577.1
6922,M416,Sz32,1.0,538958.1,236100.4,ERANGEL,2U4GBNA0YmmIxbJL37qDrRDRIz-J5zFYcAFZi9szltH9Eg0-FNv_70KrOtW4aMxD,2058.0,MM-Survive,2.0,537958.7,235563.7
3580,M16A4,Jampasta,10.0,549858.1,235595.8,ERANGEL,2U4GBNA0Ymn_5YOdbJcWM3qIjn0S_Z3W84sUWo36iLxk6As1P0O7BB5It8tPY8Ss,471.0,Lanfengi,23.0,550463.6,236395.2
5250,SCAR-L,isntMe,18.0,432227.3,636218.7,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,83.0,sushiweed24,49.0,432134.4,636625.9
3792,Down and Out,woshishuaige131,16.0,362609.6,412717.7,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,659.0,bossappaa,35.0,362604.8,412572.2
2287,SCAR-L,KOR-RYOMIN,1.0,124796.1,604875.7,ERANGEL,2U4GBNA0Ymm4vcRsQ1DQDPbaiK6c_0jM8aQ2SVRHMnNGFJdPGXOzGl0hAn45hkMK,1596.0,Rudyk1,7.0,128557.9,576377.5
527,AKM,QcnnAoneQ,7.0,450573.3,299042.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,346.0,delaidfast,62.0,450429.8,299196.9
1079,Down and Out,renxingwg,12.0,636914.4,315701.7,ERANGEL,2U4GBNA0Ymkoxr2BYKn-rNaRztbwuI_vg9q1ls65L42rey10uL1Qw2gSP72IZPMk,461.0,leo0908,22.0,643775.4,312924.6
1658,Punch,miriamlly,5.0,370906.2,399761.2,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,109.0,TheDocta500,21.0,370888.0,399865.3
2539,P92,MonsterTma,9.0,621819.6,296574.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,141.0,SHENDUF,23.0,621605.6,296647.0
4363,M416,BLoodRoes,3.0,480253.2,295178.3,ERANGEL,2U4GBNA0Yml_5G8Drb2z19mFJ0XQ3w6WRVVg1eKkzSZTmta36z3rTTyDNxT3C_WU,858.0,weypy666,15.0,480770.8,295232.1
5358,S1897,MadChemist5,46.0,367928.6,409619.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,382.0,De4thNote,56.0,367881.1,409267.7
6805,UMP9,BahardaLim,9.0,655761.3,353941.3,ERANGEL,2U4GBNA0YmkO4k9nFC5ZMd_WV4qDWvnz6FLVFJ_qoN5ss38_nDM_HWzEWa3-Hkvg,1313.0,BSATKILLER,12.0,657982.4,354350.1
1555,S686,Handsome_Bob,3.0,621413.4,297957.1,ERANGEL,2U4GBNA0YmloUGIumcTO14gr8rgZVexJO_xpcOj0xMlmhrLlJjOYL4g75Nlf53Hw,152.0,Farther_Xu,47.0,621177.1,297940.4
1926,Bluezone,,,,,ERANGEL,2U4GBNA0YmkJt4dyUUT94MOYESuKm2MQu1eh08EFdbeeGClsVzdp38FeLRv2PSVm,837.0,kikk001,25.0,0.0,0.0
3297,Drown,,,,,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,169.0,Alpha_NTF,27.0,0.0,0.0
1071,Down and Out,HongGeZaiZhe,3.0,447336.8,451961.0,ERANGEL,2U4GBNA0Ymkoxr2BYKn-rNaRztbwuI_vg9q1ls65L42rey10uL1Qw2gSP72IZPMk,1063.0,Carzy_oh,15.0,449924.9,451724.2
5739,S12K,Tzm-sheng,15.0,366692.1,267208.6,MIRAMAR,2U4GBNA0Ymnp7WwAto9g2slLUaiBKUFaPfS2cP7mxfvB4zSMybPXSCofOEAgrxRI,234.0,summer20412691,66.0,366369.5,267135.8
3486,SCAR-L,jongSta,1.0,204145.4,285278.9,ERANGEL,2U4GBNA0YmkpfMEoYocYZGCkLIZxf_dSclL_3Uka55GkexzQT_BfyFFNs0d766rH,342.0,Huya-ShuShu,20.0,200938.9,285374.9
4883,Down and Out,GetPetered,8.0,318448.8,531420.1,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,537.0,GuLeng18,17.0,319993.1,535193.7
2735,SCAR-L,YuFangood,1.0,377981.1,311455.1,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,1012.0,HeZongLi,12.0,379663.6,312904.4
5720,AKM,Black-Bart,28.0,366157.3,309490.8,MIRAMAR,2U4GBNA0Ymnp7WwAto9g2slLUaiBKUFaPfS2cP7mxfvB4zSMybPXSCofOEAgrxRI,568.0,yydlck,45.0,366552.0,309841.7
2309,Falling,,,,,ERANGEL,2U4GBNA0Ymm4vcRsQ1DQDPbaiK6c_0jM8aQ2SVRHMnNGFJdPGXOzGl0hAn45hkMK,427.0,SxS123,60.0,536955.9,603335.8
4291,M416,LareinaGoddess,9.0,547957.6,514448.6,ERANGEL,2U4GBNA0Ymllc_6Eh-c0jqGSW3HCKj_KixPEGv3zEg-XsZyUhbwtCWd6i-fPN7ag,1193.0,xStatutoryApe,11.0,547143.1,518987.1
2559,S1897,SavageSameister,34.0,543140.4,237805.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,319.0,Gotham2000,30.0,543930.6,238066.7
2954,P1911,JyTZ,27.0,165170.6,99118.09,MIRAMAR,2U4GBNA0YmkvCmIao1jSik4oZSUnd8bzeMgA1H7GSnDkUaEJqNxb66ia2M1H60rJ,357.0,Afffan,77.0,0.0,0.0
4511,S1897,Flame_dididi,78.0,367002.7,423890.1,MIRAMAR,2U4GBNA0Ymmc9iQSXPdXmsArOhTIR61JwcNH4n6Z2nEAsPYw5VWoAVcAEkqWJV2_,119.0,Nat-S,81.0,367227.2,421986.2
5026,S1897,ALEXLN,2.0,686873.6,463427.1,ERANGEL,2U4GBNA0YmkouKU7rw6brk7uZamG1dICaLOLV9MMRULojV9v1Y0ApEjG8568AzL-,136.0,xiaoqi0721,21.0,687116.7,463696.4
6143,SKS,Autopay,2.0,651493.8,194054.1,ERANGEL,2U4GBNA0Yml6y7HS5CbbbGNCVA8W-Eq9itS5ANu7VhQLdw36LQo9OXoLiY9pzymO,1767.0,Cckkaa,3.0,641974.1,185682.0
1510,Bluezone,,,,,ERANGEL,2U4GBNA0YmltdlEYw5AmXmDdUW5i2vyhBrlQeNFBgmYyzDpsc787A_hENiNlx6I5,1351.0,SSY2017520,29.0,150693.4,548916.9
4163,Mini 14,caihaiting,19.0,697992.7,320840.8,ERANGEL,2U4GBNA0Ymkftyau6Av9xdA4QmGtUC3doKzOLyUp5wwLSkyaC0eJXtC9uBl7Mzmx,455.0,PoppyIsMyDog,19.0,697954.0,320771.1
6180,Kar98k,laochou_gazi,2.0,412875.2,414813.1,ERANGEL,2U4GBNA0YmntHJbpR3CshqtajmRviC8mCyG3zjNmHkCoj8Gq9G5N1mq-HtxoXvfr,1373.0,furymore,14.0,412781.5,423367.3
6628,SCAR-L,Balazin,30.0,450674.2,621040.8,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,104.0,GB-Sun,47.0,448790.1,621062.0
5736,SKS,A_Marvelous_Man,17.0,136897.1,385306.1,MIRAMAR,2U4GBNA0Ymnp7WwAto9g2slLUaiBKUFaPfS2cP7mxfvB4zSMybPXSCofOEAgrxRI,1332.0,abdong,18.0,116603.6,364292.9
6589,Down and Out,Emalo,35.0,467438.6,648668.9,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,106.0,E_z_r_a,46.0,467532.6,649296.9
1437,SCAR-L,uknowhu,20.0,210179.3,283321.6,ERANGEL,2U4GBNA0YmltdlEYw5AmXmDdUW5i2vyhBrlQeNFBgmYyzDpsc787A_hENiNlx6I5,262.0,Sorete24,28.0,210438.7,282405.8
4678,UMP9,amartyang,13.0,565252.8,358797.1,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,783.0,Sir_Hyena,16.0,567556.0,348745.6
2473,M16A4,Sausagemaker,13.0,425454.3,326975.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,137.0,Gyggalag,27.0,424272.7,325401.3
3250,P1911,RacistRaccoon,9.0,423401.5,324814.8,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,229.0,iEnVy_Frosty,11.0,421442.6,324786.2
96,Mk14,651651646,1.0,359157.2,347636.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1104.0,xc520jay,6.0,383750.6,443534.8
469,Kar98k,HORI2MIONE,17.0,198664.1,237887.7,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,924.0,anonymous999,48.0,0.0,0.0
2350,Bluezone,,,,,ERANGEL,2U4GBNA0Ymm4vcRsQ1DQDPbaiK6c_0jM8aQ2SVRHMnNGFJdPGXOzGl0hAn45hkMK,2184.0,cuipeng020,2.0,149604.5,596589.4
3759,M416,fengzhenghua666,12.0,391951.2,235958.9,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1294.0,YiDuoXiao,19.0,392121.4,235458.9
4377,S686,weypy666,15.0,480599.9,295232.1,ERANGEL,2U4GBNA0Yml_5G8Drb2z19mFJ0XQ3w6WRVVg1eKkzSZTmta36z3rTTyDNxT3C_WU,852.0,jimmyxboy-dong,3.0,479905.9,295857.1
2445,Down and Out,,,,,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,619.0,laozihenshuaio,28.0,611765.5,353309.2
5986,Bluezone,EVEN1982,1.0,335685.6,662960.1,ERANGEL,2U4GBNA0YmkjIvgdQAAyeZk0ZnYEpNtpJODztcsiH83QHqhfGTN1jSPP1lzCb4Jv,1500.0,b1-5-3d,5.0,321377.4,677503.8
5466,Bluezone,,,,,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,1050.0,tastyass,49.0,0.0,0.0
2011,R45,Axlpk,16.0,139964.3,597059.0,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,200.0,MoldyCheese,23.0,0.0,0.0
3937,Down and Out,,,,,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,1660.0,rainzzh123,4.0,320955.7,532581.6
6582,Kar98k,Truly_Ghost,2.0,334667.4,676045.6,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,1740.0,HeroOfWorlds,5.0,335604.1,663447.9
464,AKM,CocaCola01,4.0,347226.7,142356.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1477.0,PNW_Franco17,9.0,345692.8,141435.4
5581,UMP9,hjjswr,25.0,364568.9,469038.7,ERANGEL,2U4GBNA0YmnTdCV0yjZ9FJT5KTQXu_J-mDD7JVI77_afKJCjBGNcQH8tMVM5wf0m,713.0,NTR24,29.0,362855.6,468711.1
5804,Down and Out,XFHeiGod,1.0,586871.1,201439.2,ERANGEL,2U4GBNA0Ymn4I819TCOZUmrkpodZU34WCjWNhi7ynOl4mSWUtxFC8Gi1FEtUufT-,1706.0,Wab_angelababy,5.0,577851.1,218843.7
5180,S12K,CUBANIN,7.0,411625.8,290724.4,ERANGEL,2U4GBNA0YmnuJ2AtZa4s3YxcAHVDtQbra_TjEHEAjHBRpwb8-A_bhsdG5kFCzvK_,259.0,1685938194,24.0,411936.9,290809.2
2154,UMP9,kingswise,22.0,545893.0,419225.8,ERANGEL,2U4GBNA0YmkRFnEnlar5FbJrM9fzxmAkpXnhkbdlw89MM6k2sU8rq4IflvUQopVZ,470.0,zstonghua,52.0,545490.8,419250.2
2645,M416,websterbro56,2.0,561688.3,352258.0,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,1764.0,moki-opa,5.0,561338.3,352808.8
1235,Down and Out,tophours,10.0,413765.4,476620.8,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,292.0,Arcseon,3.0,410462.6,477943.3
6516,Down and Out,Ninjaspy85,23.0,358965.6,398233.4,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,621.0,guykino,25.0,358025.2,398459.9
4767,M416,aaaaaaaaaaaaaf,29.0,208623.3,292390.7,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,277.0,Xicommcccc,40.0,208233.0,292049.6
4386,Grenade,HidexHoldings,2.0,622572.3,467434.5,MIRAMAR,2U4GBNA0Ymk5zg3inVCasHGfBCqqK5ua4SpK2lrZRn20EhfQKDhwvXf1A2Eh07Ji,1129.0,teknque,20.0,618363.6,466790.1
3875,UMP9,longshao121,7.0,368188.2,588104.7,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,280.0,youfatherSSS,34.0,366677.3,584489.2
4351,M416,BLoodRoes,3.0,480315.7,296073.0,ERANGEL,2U4GBNA0Yml_5G8Drb2z19mFJ0XQ3w6WRVVg1eKkzSZTmta36z3rTTyDNxT3C_WU,869.0,Anna0312,15.0,480721.9,296485.0
1883,Falling,Mugiwaraaaaa,17.0,549487.6,535777.1,ERANGEL,2U4GBNA0Ymmj5ChhNizFBQNzal-aacFtZr3MhwiNw8qBDJBRobgDHZqOnyiohGR6,1037.0,Q1ngZi,16.0,549438.9,543981.6
123,Down and Out,651651646,1.0,349380.6,327626.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1021.0,H-Sii,8.0,366575.8,424470.9
3920,M416,Ahlam_al-Nasr,27.0,355490.9,406114.4,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,172.0,kim5112,20.0,355357.8,405945.0
6105,Down and Out,suckmyass_69,5.0,499828.2,180264.5,ERANGEL,2U4GBNA0Yml6y7HS5CbbbGNCVA8W-Eq9itS5ANu7VhQLdw36LQo9OXoLiY9pzymO,781.0,AceJX,24.0,499063.6,182311.2
129,Kar98k,651651646,1.0,381091.5,280262.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,780.0,SuperViolent,12.0,407818.1,249801.2
3656,M416,weilaoban666,14.0,382932.5,443278.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,735.0,RoundedReaper,15.0,384295.7,443459.0
861,M16A4,Hathawayxu,5.0,640534.6,471643.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1282.0,FullyWhipCrackin,16.0,640978.1,471490.5
2101,S12K,Sumsan,5.0,563240.6,390833.6,ERANGEL,2U4GBNA0YmkRFnEnlar5FbJrM9fzxmAkpXnhkbdlw89MM6k2sU8rq4IflvUQopVZ,707.0,12112321,43.0,562248.6,390769.8
1267,SKS,Le_Scout,21.0,414753.3,479001.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,792.0,W1LG3RtheCyan,50.0,416364.8,478051.6
6420,S1897,lhw0414,31.0,332008.6,625931.8,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,285.0,Peanut_OvO,32.0,330441.6,625464.1
5339,SKS,SFExPress_10,22.0,590710.9,481045.9,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,540.0,JuniorA10er,52.0,0.0,0.0
2676,Bluezone,,,,,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,1630.0,Massacre_G,6.0,522872.1,374790.6
2902,AKM,22607,23.0,379917.9,425213.3,MIRAMAR,2U4GBNA0YmkvCmIao1jSik4oZSUnd8bzeMgA1H7GSnDkUaEJqNxb66ia2M1H60rJ,725.0,HUIHUA82,40.0,379656.5,425893.2
3781,Down and Out,,,,,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1496.0,wille123789,10.0,342668.6,290351.1
289,UMP9,chinenoone,1.0,376216.5,129248.7,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,470.0,zhenjunchen,14.0,375970.2,129644.5
453,M416,JIUXIE-NB,18.0,423694.8,712692.4,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,394.0,Kirameku__Yoshio,49.0,0.0,0.0
3001,SKS,94zmxz,20.0,392841.7,288933.7,ERANGEL,2U4GBNA0YmmZQ2J9Yb52vKPLwbhBwawIljBpPRhTi_79yTam0v7xmhrScrvgk6Jz,379.0,DoubleFu3ker,35.0,393669.5,292938.9
342,Bluezone,,,,,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1769.0,JK911323,3.0,186551.2,508124.9
1263,UMP9,huya70568yueding,4.0,206242.9,484800.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1365.0,Busted_Flipper,19.0,204771.1,485239.5
5023,M416,ALEXLN,2.0,727212.0,437825.9,ERANGEL,2U4GBNA0YmkouKU7rw6brk7uZamG1dICaLOLV9MMRULojV9v1Y0ApEjG8568AzL-,451.0,Returncc,21.0,720378.3,433922.1
